NUTR_FOOD_NAME,NUTR_SAT_FAT_g,NUTR_SERV_SIZE_g,NUTR_CALORIES_g,NUTR_TOTAL_FAT_g,NUTR_CHOLEST_g,NUTR_SODIUM_mg,NUTR_CHOLINE_mg,NUTR_FOLATE_mcg,NUTR_FOLIC_ACID_mcg,NUTR_NIACIN_mg,NUTR_PANT_ACID_mg,NUTR_RIBOFLAVIN_mg,NUTR_THIAMIN_mg,NUTR_VIT_A_IU,NUTR_VIT_A_RAE_mcg,NUTR_CAROT_ALPHA_mcg,NUTR_CAROT_BETA_mcg,NUTR_CRYPTO_BETA_mcg,NUTR_LUTEIN_ZEAX_mcg,NUTR_LUCOPENE,NUTR_VIT_B12_mcg,NUTR_VIT_B6_mg,NUTR_VIT_C_mg,NUTR_VIT_D_IU,NUTR_VIT_E_mg,NUTR_TOCOPHEROL_ALPHA_mg,NUTR_VIT_K_mcg,NUTR_CALCIUM_mg,NUTR_COPPER_mg,NUTR_IRON_mg,NUTR_MAGNES_mg,NUTR_MANGANESE_mg,NUTR_PHOSPHOROUS_mg,NUTR_POTASSIUM_mg,NUTR_SELENIUM_mcg,NUTR_ZINC_mg,NUTR_PROTEIN_g,NUTR_ALANINE_g,NUTR_ARGININE_g,NUTR_ASPART_ACID_g,NUTR_CYSTINE_g,NUTR_GLUT_ACID_g,NUTR_GLYCINE_g,NUTR_HISTIDINE_g,NUTR_HYDROXYPROLINE_g,NUTR_ISOLEUCINE_g,NUTR_LEUCINE_g,NUTR_LYSINE_g,NUTR_METHIONINE_g,NUTR_PHENYL_g,NUTR_PROLINE_g,NUTR_SERINE_g,NUTR_THREONINE_g,NUTR_TRYPTOPHAN_g,NUTR_TYROSINE_g,NUTR_VALINE_g,NUTR_CARBOHYDRATE_g,NUTR_FIBER_g,NUTR_SUGARS_g,NUTR_FRUCTOSE_g,NUTR_GALACTOSE_g,NUTR_GLUCOSE_g,NUTR_LACTOSE_g,NUTR_MALTOSE_g,NUTR_SUCROSE_g,NUTR_FAT_g,NUTR_SAT_FATTY_ACIDS_g,NUTR_MONO_FATTY_ACIDS_g,NUTR_POLYUN_FATTY_ACIDS_g,NUTR_FATTY_ACIDS_TOTAL_TRANS_mg,NUTR_ALCOHOL_g,NUTR_ASH_g,NUTR_CAFFEINE_mg,NUTR_THEOBROMINE_mg,NUTR_WATER_g,CATEGORICAL_CAL,FOOD_CAT1,FOOD_CAT2,SOURCE_KEY,MRG_KEY
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean only, bone-in, center slice, leg, fresh, imported, Australian",3.1,100,183,7.7,85,66.0,0.0,0.0,0.0,5.725,0.99,0.42,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0,3.19,0.46,0.0,0.0,0.0,0.0,0.0,13.0,0.173,2.48,26.0,0.015,237.0,354.0,14.2,5.21,26.75,1.609,1.588,2.354,0.321,3.882,1.305,0.847,0.0,1.293,2.08,2.363,0.685,1.087,1.121,0.993,1.143,0.312,0.899,1.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68,3.111,3.129,0.39,85.0,0.0,1.08,0.0,0.0,64.85,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, cooked, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts, fresh, imported, Australian",7.9,100,256,17.0,87,76.0,0.0,0.0,0.0,5.441,0.816,0.332,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0,2.87,0.366,0.0,0.0,0.0,0.0,0.0,17.0,0.142,1.93,22.0,0.013,195.0,301.0,10.1,4.68,24.52,1.475,1.456,2.158,0.294,3.558,1.197,0.777,0.0,1.185,1.907,2.166,0.628,0.997,1.028,0.91,1.048,0.286,0.824,1.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.82,7.94,6.711,0.66,87.0,0.0,0.98,0.0,0.0,58.71,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, frenched, rib chop/rack roast, fresh, imported, Australian",2.5,100,147,5.6,66,71.0,0.0,0.0,0.0,7.62,0.65,0.39,0.127,17.0,5.0,0.0,0.0,0.0,0.0,0,1.23,0.574,0.0,0.0,0.25,0.25,0.0,7.0,0.109,1.75,36.0,0.004,150.0,209.0,13.1,2.2,24.07,1.37,1.435,1.975,0.246,3.213,1.271,0.629,0.0,1.002,1.718,1.836,0.582,0.895,1.019,0.855,0.983,0.25,0.752,1.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,2.532,2.409,0.386,66.0,0.0,0.96,0.0,0.0,70.48,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, bone-in, trotter off, leg, fresh, imported, Australian",4.4,100,215,9.6,117,80.0,0.0,0.0,0.0,7.19,0.79,0.56,0.149,8.0,2.0,0.0,0.0,0.0,0.0,0,2.75,0.413,0.0,0.0,0.31,0.31,0.0,4.0,0.146,2.55,25.0,0.004,215.0,308.0,8.8,4.15,32.08,1.826,1.913,2.633,0.328,4.283,1.694,0.839,0.0,1.336,2.29,2.447,0.775,1.193,1.359,1.14,1.311,0.333,1.002,1.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59,4.359,4.17,0.77,117.0,0.0,1.2,0.0,0.0,58.24,Medium,Lamb,Meat,NUTRITIONAL,1
"Beverages, without added sodium or vitamin A, aspartame, phosphorus, with added calcium, powder, low calorie, Cocoa mix",1.8,100,359,3.0,11,653.0,175.6,27.0,0.0,1.084,3.826,1.4,0.267,1600.0,479.0,0.0,1.0,0.0,0.0,0,2.78,0.318,0.0,0.0,0.21,0.21,4.2,1440.0,0.73,4.96,208.0,0.665,1630.0,2702.0,24.0,3.44,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1.1,55.58,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.777,0.979,0.088,11.0,0.0,10.5,34.0,608.0,3.4,Medium,Beverages,Not Categorized,NUTRITIONAL,1
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",2.5,100,182,7.1,77,58.0,92.9,7.0,0.0,7.557,0.792,0.212,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0,4.03,0.673,0.0,0.0,0.1,0.1,0.0,5.0,0.115,2.99,25.0,0.02,233.0,363.0,43.6,5.1,27.52,1.673,1.78,2.507,0.355,4.132,1.676,0.878,0.289,1.252,2.19,2.326,0.717,1.087,1.312,1.084,1.1,0.181,0.877,1.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,2.541,3.174,0.321,77.0,0.0,1.16,0.0,0.0,64.28,Medium,Beef,Meat,NUTRITIONAL,1
"Beef, raw, Aust. marble score 9, separable lean only, boneless, top loin steak/roast, loin, Wagyu, imported, Australian",10.0,100,331,29.0,61,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,16.92,0.978,1.138,1.558,0.18,2.756,0.754,0.558,0.085,0.741,1.401,1.523,0.494,0.66,0.697,0.665,0.766,0.194,0.6,0.783,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.15,10.309,15.368,1.079,61.0,0.0,0.71,0.0,0.0,53.09,Medium,Beef,Meat,NUTRITIONAL,1
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, Denver Cut, boneless, under blade center steak, chuck",4.8,100,182,12.0,69,76.0,69.8,3.0,0.0,3.252,0.786,0.191,0.08,13.0,4.0,0.0,0.0,0.0,0.0,0,3.03,0.399,0.0,4.0,0.14,0.14,1.5,11.0,0.075,2.38,20.0,0.014,178.0,315.0,21.2,7.4,18.99,1.083,1.25,1.703,0.199,3.003,0.866,0.615,0.13,0.808,1.528,1.66,0.539,0.723,0.78,0.729,0.835,0.214,0.655,0.858,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64,4.831,5.643,0.579,69.0,0.0,0.9,0.0,0.0,68.11,Medium,Beef,Meat,NUTRITIONAL,1
"Lamb, cooked, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, fresh, imported, Australian",10.0,100,296,22.0,89,85.0,0.0,0.0,0.0,4.415,0.717,0.267,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0,3.29,0.204,0.0,0.0,0.0,0.0,0.0,28.0,0.137,1.78,21.0,0.014,183.0,288.0,4.5,5.85,23.58,1.419,1.4,2.075,0.283,3.422,1.151,0.747,0.0,1.14,1.834,2.083,0.604,0.958,0.989,0.875,1.007,0.275,0.792,1.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,10.324,8.537,0.822,89.0,0.0,0.96,0.0,0.0,55.31,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts, frozen, imported, New Zealand",8.6,100,232,17.0,77,41.0,0.0,1.0,0.0,6.57,0.52,0.35,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,2.5,0.12,0.0,0.0,0.0,0.0,0.0,11.0,0.089,1.54,16.0,0.02,179.0,147.0,1.4,2.58,17.95,1.079,1.066,1.58,0.214,2.604,0.877,0.569,0.0,0.866,1.396,1.585,0.461,0.731,0.753,0.667,0.768,0.21,0.603,0.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,8.64,6.6,0.75,77.0,0.0,0.98,0.0,0.0,64.03,Medium,Lamb,Meat,NUTRITIONAL,1
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",3.8,100,190,9.4,84,79.0,87.9,6.0,0.0,4.593,0.74,0.197,0.08,4.0,1.0,0.0,0.0,0.0,0.0,0,3.46,0.399,0.0,5.0,0.14,0.14,1.6,18.0,0.08,2.52,22.0,0.014,211.0,339.0,27.0,9.93,26.41,1.527,1.776,2.432,0.281,4.301,1.176,0.871,0.133,1.156,2.186,2.376,0.77,1.03,1.087,1.037,1.196,0.303,0.937,1.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36,3.751,4.691,0.431,84.0,0.0,0.99,0.0,0.0,63.88,Medium,Beef,Meat,NUTRITIONAL,1
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",2.9,100,172,7.1,81,81.0,71.2,7.0,0.0,4.65,0.71,0.19,0.07,6.0,2.0,0.0,0.0,0.0,0.0,0,2.85,0.413,0.0,4.0,0.08,0.08,1.6,20.0,0.074,2.42,22.0,0.014,209.0,351.0,28.7,9.56,27.02,1.562,1.817,2.488,0.288,4.4,1.203,0.891,0.136,1.183,2.236,2.431,0.788,1.053,1.112,1.061,1.224,0.31,0.958,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,2.929,3.38,0.418,81.0,0.0,1.01,0.0,0.0,66.16,Medium,Beef,Meat,NUTRITIONAL,1
"Margarine-like shortening, principal use flaky pastries, and soy, cottonseed, soy (partially hydrogenated), industrial",23.0,100,628,71.0,0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.13,6.13,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,22.869,37.243,7.512,0.0,0.0,1.0,0.0,0.0,28.0,High,Margarine-like,Not Categorized,NUTRITIONAL,1
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, tri-tip steak, bottom sirloin butt, loin",5.7,100,265,15.0,68,72.0,114.2,10.0,0.0,4.225,0.59,0.286,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0,2.83,0.443,0.0,0.0,0.17,0.17,0.0,12.0,0.158,3.64,26.0,0.0,265.0,437.0,10.3,7.05,29.97,1.811,2.018,2.985,0.322,4.801,1.428,0.967,0.137,1.545,2.646,2.809,0.849,1.298,1.268,1.202,1.384,0.324,1.097,1.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.18,5.707,7.763,0.538,68.0,0.0,1.45,0.0,0.0,50.5,Medium,Beef,Meat,NUTRITIONAL,1
"Beverages, vitamin A and vitamin D,  added calcium, Ready-to-drink, flavored and sweetened, reduced fat, milk beverage",1.1,100,77,1.8,8,49.0,15.1,4.0,0.0,0.085,0.328,0.172,0.036,175.0,51.0,0.0,4.0,0.0,0.0,0,0.49,0.035,0.2,45.0,0.03,0.03,0.2,164.0,0.006,0.03,10.0,0.013,85.0,130.0,2.3,0.45,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08,0.4,11.4,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.124,0.47,0.075,8.0,0.0,0.73,0.0,0.0,82.32,Low,Beverages,Not Categorized,NUTRITIONAL,1
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, frozen, imported, New Zealand",9.9,100,251,20.0,74,42.0,0.0,1.0,0.0,5.46,0.55,0.31,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,3.14,0.08,0.0,0.0,0.0,0.0,0.0,17.0,0.083,1.36,15.0,0.019,168.0,137.0,2.7,2.91,17.19,1.034,1.021,1.513,0.205,2.494,0.839,0.544,0.0,0.829,1.337,1.518,0.441,0.7,0.721,0.639,0.736,0.201,0.578,0.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.74,9.9,7.57,0.86,74.0,0.0,0.94,0.0,0.0,62.0,Medium,Lamb,Meat,NUTRITIONAL,1
"Fast foods, tomato and sweet onion sauce, sweet onion chicken teriyaki on white bread with lettuce, submarine sandwich",0.5,100,155,2.4,22,305.0,22.9,58.0,34.0,5.063,0.655,0.213,0.273,56.0,3.0,0.0,33.0,0.0,87.0,0,0.11,0.282,1.1,1.0,0.38,0.38,4.2,142.0,0.071,1.52,23.0,0.282,139.0,285.0,15.4,0.64,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.54,1.2,6.06,2.39,0.0,2.23,0.0,0.65,0.79,2.37,0.505,0.642,0.831,22.0,0.0,1.78,0.0,0.0,62.4,Medium,Fast,Not Categorized,NUTRITIONAL,1
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, boneless, bottom, leg, fresh, imported, Australian",5.2,100,219,12.0,106,69.0,0.0,0.0,0.0,6.646,0.766,0.514,0.143,6.0,2.0,0.0,0.0,0.0,0.0,0,2.25,0.429,0.0,0.0,0.24,0.24,0.0,3.0,0.12,2.01,23.0,0.005,191.0,279.0,6.3,3.53,27.54,1.567,1.642,2.26,0.281,3.677,1.454,0.72,0.0,1.147,1.966,2.1,0.665,1.024,1.166,0.979,1.125,0.286,0.86,1.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04,5.223,4.668,0.764,106.0,0.0,1.13,0.0,0.0,60.91,Medium,Lamb,Meat,NUTRITIONAL,1
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",2.0,100,141,5.9,57,60.0,86.0,7.0,0.0,5.193,0.775,0.238,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0,3.93,0.656,0.0,0.0,0.18,0.18,0.2,4.0,0.094,2.31,24.0,0.014,215.0,355.0,30.4,5.49,20.67,1.257,1.337,1.883,0.267,3.104,1.259,0.66,0.094,0.941,1.645,1.747,0.538,0.817,0.986,0.814,0.826,0.136,0.659,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,1.985,2.937,0.397,57.0,0.0,0.9,0.0,0.0,72.51,Medium,Beef,Meat,NUTRITIONAL,1
"Lamb, braised, cooked, trimmed to 1/4"" fat, separable lean only, cubed for stew or kabob (leg and shoulder), domestic",3.2,100,223,8.8,108,70.0,129.3,21.0,0.0,5.95,0.59,0.24,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0,2.73,0.12,0.0,2.0,0.2,0.2,4.4,15.0,0.141,2.8,28.0,0.032,205.0,260.0,38.1,6.58,33.69,2.026,2.002,2.965,0.402,4.889,1.645,1.067,0.0,1.625,2.62,2.975,0.865,1.372,1.413,1.253,1.442,0.394,1.132,1.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,3.15,3.54,0.81,108.0,0.0,1.77,0.0,0.0,56.23,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, broiled, cooked, trimmed to 1/4"" fat, separable lean only, cubed for stew or kabob (leg and shoulder), domestic",2.6,100,186,7.3,90,76.0,0.0,23.0,0.0,6.61,0.69,0.3,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,3.03,0.14,0.0,0.0,0.2,0.2,0.0,13.0,0.151,2.34,31.0,0.029,224.0,335.0,31.7,5.77,28.08,1.688,1.668,2.471,0.335,4.074,1.371,0.889,0.0,1.355,2.184,2.479,0.72,1.143,1.178,1.044,1.202,0.328,0.944,1.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,2.62,2.95,0.67,90.0,0.0,1.48,0.0,0.0,63.53,Medium,Lamb,Meat,NUTRITIONAL,1
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin",5.4,100,242,15.0,84,89.0,0.0,6.0,0.0,3.916,0.0,0.26,0.074,24.0,7.0,0.0,0.0,0.0,0.0,0,2.77,0.396,0.0,6.0,0.0,0.0,1.6,7.0,0.159,3.16,26.0,0.0,226.0,361.0,35.6,9.99,26.0,1.612,1.77,2.533,0.265,4.251,1.279,0.974,0.178,1.211,2.241,2.49,0.703,1.043,1.166,1.071,1.225,0.291,0.969,1.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.35,7.497,0.553,84.0,0.0,1.1,0.0,0.0,57.1,Medium,Beef,Meat,NUTRITIONAL,1
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",8.4,100,276,20.0,92,66.0,87.9,21.0,0.0,6.15,0.7,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0,2.64,0.13,0.0,2.0,0.14,0.14,4.6,20.0,0.108,1.97,23.0,0.022,184.0,251.0,26.2,5.23,22.51,1.354,1.337,1.981,0.269,3.266,1.099,0.713,0.0,1.086,1.751,1.988,0.578,0.916,0.944,0.837,0.963,0.263,0.756,1.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.97,8.44,8.17,1.62,92.0,0.0,1.21,0.0,0.0,56.26,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",8.0,100,278,19.0,97,78.0,0.0,19.0,0.0,6.45,0.67,0.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0,2.97,0.12,0.0,0.0,0.16,0.16,0.0,21.0,0.128,2.03,26.0,0.024,198.0,301.0,27.4,5.72,24.42,1.469,1.451,2.15,0.292,3.544,1.193,0.774,0.0,1.178,1.9,2.157,0.627,0.994,1.024,0.908,1.045,0.285,0.821,1.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26,8.04,7.87,1.58,97.0,0.0,1.31,0.0,0.0,55.03,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",10.0,100,344,25.0,116,75.0,0.0,17.0,0.0,6.33,0.61,0.22,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0,2.8,0.1,0.0,0.0,0.16,0.16,0.0,25.0,0.123,2.4,24.0,0.026,186.0,248.0,33.0,6.37,28.68,1.725,1.704,2.524,0.342,4.161,1.401,0.908,0.0,1.384,2.231,2.532,0.736,1.167,1.203,1.066,1.227,0.335,0.964,1.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.55,10.34,10.04,2.0,116.0,0.0,1.54,0.0,0.0,45.2,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, braised, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",9.7,100,338,24.0,117,74.0,0.0,18.0,0.0,6.15,0.61,0.22,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0,2.78,0.11,0.0,0.0,0.0,0.0,0.0,27.0,0.126,2.39,25.0,0.026,193.0,261.0,33.8,6.8,29.46,1.772,1.75,2.593,0.352,4.275,1.439,0.933,0.0,1.421,2.292,2.602,0.756,1.199,1.236,1.095,1.261,0.344,0.99,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.57,9.71,9.72,1.88,117.0,0.0,1.44,0.0,0.0,45.46,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",7.5,100,268,18.0,95,82.0,0.0,18.0,0.0,6.49,0.68,0.26,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,2.78,0.14,0.0,0.0,0.0,0.0,0.0,23.0,0.126,1.83,25.0,0.024,201.0,335.0,26.5,5.58,23.84,1.434,1.416,2.098,0.285,3.459,1.164,0.755,0.0,1.15,1.854,2.105,0.612,0.97,1.0,0.886,1.02,0.279,0.801,1.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.39,7.53,7.75,1.34,95.0,0.0,1.21,0.0,0.0,56.7,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",8.0,100,269,19.0,91,66.0,0.0,21.0,0.0,6.04,0.7,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0,2.65,0.13,0.0,0.0,0.0,0.0,0.0,20.0,0.108,1.97,23.0,0.022,185.0,251.0,26.4,5.44,22.7,1.365,1.348,1.998,0.271,3.294,1.109,0.719,0.0,1.095,1.765,2.004,0.582,0.924,0.952,0.844,0.971,0.265,0.763,1.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.08,7.98,7.79,1.56,91.0,0.0,1.22,0.0,0.0,56.98,Medium,Lamb,Meat,NUTRITIONAL,1
"Beverages, fortified with vitamins B6 and B12, sugar-free with guarana, energy drink, NOS Zero, THE COCA-COLA COMPANY",0.0,100,4,0.0,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.5,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,34.0,0.0,98.35,Low,Beverages,Not Categorized,NUTRITIONAL,1
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",4.5,100,223,11.0,81,59.0,67.4,7.0,0.0,5.813,0.369,0.41,0.064,22.0,7.0,0.0,0.0,0.0,0.0,0,4.25,0.712,0.0,3.0,0.14,0.14,1.6,14.0,0.09,3.41,19.0,0.01,265.0,366.0,25.9,4.66,28.57,1.772,1.946,2.784,0.291,4.672,1.406,1.071,0.197,1.331,2.463,2.737,0.773,1.146,1.282,1.177,1.347,0.32,1.065,1.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15,4.534,5.081,0.578,81.0,0.0,1.12,0.0,0.0,59.98,Medium,Beef,Meat,NUTRITIONAL,1
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts, fresh, imported, Australian",8.2,100,229,17.0,66,74.0,0.0,0.0,0.0,4.934,0.557,0.261,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0,2.47,0.339,0.0,0.0,0.0,0.0,0.0,13.0,0.145,1.43,20.0,0.011,168.0,284.0,7.5,3.67,17.84,1.073,1.059,1.57,0.214,2.589,0.871,0.565,0.0,0.862,1.387,1.576,0.457,0.725,0.748,0.662,0.762,0.208,0.599,0.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97,8.189,6.91,0.718,66.0,0.0,0.88,0.0,0.0,64.93,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, cooked, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts, fresh, imported, Australian",4.0,100,201,9.6,87,80.0,0.0,0.0,0.0,5.812,0.876,0.36,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0,3.01,0.394,0.0,0.0,0.0,0.0,0.0,16.0,0.153,2.05,24.0,0.014,207.0,318.0,11.0,5.14,26.71,1.607,1.586,2.351,0.321,3.877,1.304,0.846,0.0,1.291,2.077,2.359,0.684,1.086,1.12,0.992,1.141,0.312,0.898,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.63,4.048,3.857,0.418,87.0,0.0,1.05,0.0,0.0,63.75,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, boneless, tenderloin, fresh, imported, Australian",2.3,100,187,7.0,110,61.0,0.0,0.0,0.0,9.544,1.215,0.568,0.192,6.0,2.0,0.0,0.0,0.0,0.0,0,2.65,0.769,0.0,0.0,0.77,0.77,0.0,2.0,0.137,2.52,24.0,0.007,170.0,231.0,9.7,2.42,30.87,1.757,1.841,2.534,0.316,4.122,1.63,0.807,0.0,1.285,2.204,2.355,0.746,1.148,1.308,1.097,1.261,0.321,0.965,1.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,2.251,2.077,0.546,110.0,0.0,1.48,0.0,0.0,62.38,Medium,Lamb,Meat,NUTRITIONAL,1
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, bone-in, heel on, hindshank, leg, fresh, imported, Australian",5.9,100,196,13.0,59,87.0,0.0,0.0,0.0,5.084,0.639,0.317,0.094,6.0,2.0,0.0,0.0,0.0,0.0,0,1.25,0.36,0.0,0.0,0.24,0.24,0.0,5.0,0.088,1.47,18.0,0.006,147.0,210.0,10.7,3.03,20.58,1.171,1.227,1.689,0.21,2.747,1.086,0.538,0.0,0.857,1.469,1.569,0.497,0.765,0.872,0.731,0.841,0.214,0.643,0.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.68,5.862,5.003,0.858,59.0,0.0,0.88,0.0,0.0,67.33,Medium,Lamb,Meat,NUTRITIONAL,1
