DV_TOTFAT_g,DV_SATFAT_g,DV_CHOLEST_mg,DV_SODIUM_mg,DV_POTASSIUM_mg,DV_TOTCARB_mg,DV_ADDSUGAR_mg,DV_FIBER_mg,DV_PROTEIN_mg,DV_VITA_μg,DV_VITC_mg,DV_VITD_μg,DV_VITE_mg,DV_VITK_μg,DV_VITB1_mg,DV_VITB2_mg,DV_VITB3_mg,DV_VITB5_mg,DV_VITB6_mg,DV_VITB7_μg,DV_VITB9_μg,DV_VITB12_μg,DV_CHOLINE_mg,DV_CALC_mg,DV_CHROM_μg,DV_COP_μg,DV_IODINE_μg,DV_IRON_mg,DV_MAGNES_mg,DV_MANGAN_mg,DV_MOLY_μg,DV_PHOSP_mg,DV_SELEN_μg,DV_ZINC_mg,DV_POTASSIUM_g,DV_MINSODIUM_g,DV_CHLORIDE_g,MRG_KEY
72.0,20.0,300.0,2300.0,3500.0,275.0,50.0,28.0,50.0,900.0,90.0,20.0,15.0,120.0,1.2,1.3,16.0,5.0,1.7,30.0,400.0,2.4,550.0,1300.0,35.0,900.0,150.0,18.0,420.0,2.3,45.0,1250.0,55.0,11.0,4.7,2.3,2.3,1
